time,open,high,low,close,volume
1672704000,110.41000366210938,111.19999694824219,109.48999786376953,111.13999938964844,8062500
1672790400,112.31999969482422,112.61000061035156,111.23999786376953,112.08000183105469,8698600
1672876800,111.58999633789062,113.91000366210938,111.41999816894531,113.63999938964844,9578900
1672963200,114.31999969482422,115.48999786376953,114.05000305175781,114.83999633789062,8632300
1673222400,114.87999725341797,114.93000030517578,109.94000244140625,110.37999725341797,12858800
1673308800,110.55999755859375,112.01000213623047,109.87999725341797,110.80999755859375,12122800
1673395200,109.33999633789062,111.30999755859375,108.75,111.06999969482422,8626500
1673481600,110.91999816894531,112.0999984741211,110.02999877929688,111.7699966430664,8914800
1673568000,111.19999694824219,112.44000244140625,110.94999694824219,112.25,5757800
1673913600,112.02999877929688,112.48999786376953,110.31999969482422,110.44999694824219,10241100
1674000000,109.91999816894531,110.0999984741211,108.58000183105469,108.79000091552734,8799500
1674086400,108.44000244140625,110.18000030517578,108.0999984741211,109.9000015258789,6772900
1674172800,109.37999725341797,109.98999786376953,108.6500015258789,109.94000244140625,9216500
1674432000,109.93000030517578,110.36000061035156,109.16999816894531,109.87999725341797,8998800
1674518400,110.0,110.0,106.38999938964844,108.5199966430664,7424200
1674604800,108.70999908447266,109.93000030517578,108.33000183105469,108.58999633789062,6168000
1674691200,108.52999877929688,108.55000305175781,105.81999969482422,106.87000274658203,9672700
1674777600,106.20999908447266,106.68000030517578,105.11000061035156,105.37999725341797,7784900
1675036800,105.56999969482422,106.5,105.5,106.08999633789062,6476600
1675123200,106.0999984741211,107.44000244140625,105.9000015258789,107.41000366210938,7938900
1675209600,106.97000122070312,107.43000030517578,106.08000183105469,106.9800033569336,10103200
1675296000,104.0199966430664,105.80999755859375,101.75,103.45999908447266,16229900
1675382400,103.22000122070312,103.79000091552734,102.4800033569336,102.94000244140625,11210800
1675641600,103.43000030517578,104.62000274658203,102.83999633789062,104.02999877929688,9054500
1675728000,103.69999694824219,105.93000030517578,103.55999755859375,105.68000030517578,7904700
1675814400,105.80999755859375,107.5199966430664,105.31999969482422,106.63999938964844,8596300
1675900800,106.86000061035156,107.83999633789062,106.54000091552734,106.72000122070312,7976800
1675987200,106.97000122070312,108.7699966430664,106.87000274658203,108.56999969482422,7609600
1676246400,108.70999908447266,109.56999969482422,108.3499984741211,109.55000305175781,7383100
1676332800,109.94999694824219,110.0,108.19000244140625,108.73999786376953,6983900
1676419200,108.52999877929688,108.79000091552734,107.55999755859375,107.68000030517578,6416600
